"Season","Date","Referee","HomeTeam","AwayTeam","FullTime","Halftime","HomeGoals","HomeGoalsHalftime","HomeShots","HomeShotsOnTarget","HomeCorners","HomeFouls","HomeYellowCards","HomeRedCards","AwayGoals","AwayGoalsHalftime","AwayShots","AwayShotsOnTarget","AwayCorners","AwayFouls","AwayYellowCards","AwayRedCards"
"2012/13",2012-12-22,"M Atkinson","West Brom","Norwich","HomeWin","Draw",2,1,12,8,6,14,1,0,1,1,10,4,5,9,1,0
"2012/13",2012-12-22,"A Taylor","West Ham","Everton","AwayWin","HomeWin",1,1,6,5,3,12,1,1,2,0,15,8,5,8,0,1
"2012/13",2012-12-22,"J Moss","Wigan","Arsenal","AwayWin","Draw",0,0,13,5,4,14,1,0,1,0,10,8,4,8,1,0
"2012/13",2012-12-23,"P Dowd","Chelsea","Aston Villa","HomeWin","HomeWin",8,3,24,18,8,6,0,0,0,0,7,4,4,11,0,0
"2012/13",2012-12-23,"M Oliver","Swansea","Man United","Draw","Draw",1,1,14,10,3,11,2,0,1,1,19,16,6,16,4,0
"2012/13",2012-12-26,"M Clattenburg","Aston Villa","Tottenham","AwayWin","Draw",0,0,4,1,2,11,1,0,4,0,20,16,16,7,0,0
"2012/13",2012-12-26,"L Mason","Everton","Wigan","HomeWin","Draw",2,0,17,9,11,10,1,0,1,0,10,6,2,11,3,0
"2012/13",2012-12-26,"M Oliver","Fulham","Southampton","Draw","HomeWin",1,1,10,2,3,14,3,0,1,0,7,3,5,12,0,0
"2012/13",2012-12-26,"M Dean","Man United","Newcastle","HomeWin","AwayWin",4,1,16,10,2,12,3,0,3,2,16,11,2,16,3,0
"2012/13",2012-12-26,"J Moss","Norwich","Chelsea","AwayWin","AwayWin",0,0,8,4,5,7,1,0,1,1,20,11,7,7,1,0
"2012/13",2012-12-26,"C Foy","QPR","West Brom","AwayWin","AwayWin",1,0,18,8,14,9,1,0,2,1,12,6,9,10,0,0
"2012/13",2012-12-26,"M Jones","Reading","Swansea","Draw","Draw",0,0,3,2,6,14,2,0,0,0,10,4,4,17,1,0
"2012/13",2012-12-26,"H Webb","Stoke","Liverpool","HomeWin","HomeWin",3,2,7,6,6,11,3,0,1,1,12,6,8,5,1,0
"2012/13",2012-12-26,"K Friend","Sunderland","Man City","HomeWin","Draw",1,0,12,6,3,14,1,0,0,0,19,12,7,16,3,0
"2012/13",2012-12-29,"C Foy","Arsenal","Newcastle","HomeWin","Draw",7,1,16,12,5,8,0,0,3,1,10,8,6,10,1,0
"2012/13",2012-12-29,"K Friend","Aston Villa","Wigan","AwayWin","AwayWin",0,0,11,4,4,16,3,0,3,1,9,6,3,8,2,0
"2012/13",2012-12-29,"A Marriner","Fulham","Swansea","AwayWin","AwayWin",1,0,22,13,9,14,2,0,2,1,10,9,8,12,1,0
"2012/13",2012-12-29,"J Moss","Man United","West Brom","HomeWin","HomeWin",2,1,17,14,9,9,1,0,0,0,13,9,6,7,0,0
"2012/13",2012-12-29,"M Jones","Norwich","Man City","AwayWin","AwayWin",3,1,13,8,4,8,3,0,4,2,13,9,9,10,1,1
"2012/13",2012-12-29,"M Oliver","Reading","West Ham","HomeWin","HomeWin",1,1,3,2,2,17,3,0,0,0,11,3,2,10,4,0
"2012/13",2012-12-29,"M Clattenburg","Stoke","Southampton","Draw","AwayWin",3,1,10,8,7,6,1,1,3,3,8,7,4,9,2,0
"2012/13",2012-12-29,"L Mason","Sunderland","Tottenham","AwayWin","HomeWin",1,1,9,6,3,9,1,0,2,0,18,14,8,15,3,0
"2012/13",2012-12-30,"H Webb","Everton","Chelsea","AwayWin","Draw",1,1,12,6,7,14,2,0,2,1,15,10,7,12,3,0
"2012/13",2012-12-30,"A Taylor","QPR","Liverpool","AwayWin","AwayWin",0,0,14,7,1,10,2,0,3,3,16,11,9,8,1,0
"2012/13",2013-01-01,"M Oliver","Man City","Stoke","HomeWin","HomeWin",3,1,17,9,7,6,2,0,0,0,4,3,2,9,2,0
"2012/13",2013-01-01,"L Probert","Southampton","Arsenal","Draw","Draw",1,1,9,6,3,9,2,0,1,1,6,4,3,6,0,0
"2012/13",2013-01-01,"M Halsey","Swansea","Aston Villa","Draw","Draw",2,1,23,13,3,7,0,0,2,1,8,6,2,15,4,0
"2012/13",2013-01-01,"H Webb","Tottenham","Reading","HomeWin","Draw",3,1,30,20,12,9,0,0,1,1,7,4,3,9,0,0
"2012/13",2013-01-01,"M Dean","West Brom","Fulham","AwayWin","AwayWin",1,0,17,10,10,14,0,0,2,1,10,5,5,6,0,0
"2012/13",2013-01-01,"M Clattenburg","West Ham","Norwich","HomeWin","HomeWin",2,2,14,8,11,14,0,0,1,0,9,3,3,7,0,0
"2012/13",2013-01-01,"A Marriner","Wigan","Man United","AwayWin","AwayWin",0,0,7,3,1,13,1,0,4,2,14,9,6,5,1,0
"2012/13",2013-01-02,"L Mason","Chelsea","QPR","AwayWin","Draw",0,0,23,11,14,12,1,0,1,0,8,5,2,8,1,0
"2012/13",2013-01-02,"P Dowd","Liverpool","Sunderland","HomeWin","HomeWin",3,2,27,16,9,8,0,0,0,0,6,5,5,5,1,0
"2012/13",2013-01-02,"M Atkinson","Newcastle","Everton","AwayWin","Draw",1,1,14,11,4,21,3,0,2,1,7,6,6,7,2,0
"2012/13",2013-01-12,"M Halsey","Aston Villa","Southampton","AwayWin","AwayWin",0,0,16,10,9,9,1,0,1,1,11,4,5,6,1,0
"2012/13",2013-01-12,"P Dowd","Everton","Swansea","Draw","Draw",0,0,16,8,7,13,1,0,0,0,4,2,1,9,4,0
"2012/13",2013-01-12,"M Clattenburg","Fulham","Wigan","Draw","HomeWin",1,1,14,5,6,8,0,0,1,0,15,6,8,15,1,0
"2012/13",2013-01-12,"A Taylor","Norwich","Newcastle","Draw","Draw",0,0,12,3,5,5,0,0,0,0,9,4,4,6,1,0
"2012/13",2013-01-12,"L Probert","QPR","Tottenham","Draw","Draw",0,0,4,1,2,10,1,0,0,0,16,8,6,7,1,0
"2012/13",2013-01-12,"K Friend","Reading","West Brom","HomeWin","AwayWin",3,0,7,7,8,6,1,0,2,1,11,6,4,13,1,0
"2012/13",2013-01-12,"A Marriner","Stoke","Chelsea","AwayWin","AwayWin",0,0,11,5,6,13,1,0,4,1,11,9,7,9,0,0
"2012/13",2013-01-12,"N Swarbrick","Sunderland","West Ham","HomeWin","HomeWin",3,1,18,14,4,10,0,0,0,0,9,4,6,13,3,0
"2012/13",2013-01-13,"M Dean","Arsenal","Man City","AwayWin","AwayWin",0,0,9,4,2,11,2,1,2,2,16,9,7,18,4,1
"2012/13",2013-01-13,"H Webb","Man United","Liverpool","HomeWin","HomeWin",2,1,15,10,3,14,1,0,1,0,12,5,1,16,4,0
"2012/13",2013-01-16,"M Oliver","Chelsea","Southampton","Draw","HomeWin",2,2,19,10,4,10,1,0,2,0,7,3,3,11,0,0
"2012/13",2013-01-19,"M Oliver","Liverpool","Norwich","HomeWin","HomeWin",5,2,17,10,10,10,1,0,0,0,5,3,4,8,1,0
"2012/13",2013-01-19,"J Moss","Man City","Fulham","HomeWin","HomeWin",2,1,20,11,1,12,1,0,0,0,3,0,2,6,2,0
"2012/13",2013-01-19,"A Marriner","Newcastle","Reading","AwayWin","HomeWin",1,1,15,10,6,9,2,0,2,0,6,2,2,10,3,0
"2012/13",2013-01-19,"M Dean","Swansea","Stoke","HomeWin","Draw",3,0,12,6,7,11,0,0,1,0,7,2,6,9,0,0
"2012/13",2013-01-19,"L Probert","West Brom","Aston Villa","Draw","AwayWin",2,0,25,9,8,8,3,0,2,2,11,7,8,10,3,0
"2012/13",2013-01-19,"H Webb","West Ham","QPR","Draw","AwayWin",1,0,22,13,12,6,1,0,1,1,9,6,2,11,0,0
"2012/13",2013-01-19,"A Taylor","Wigan","Sunderland","AwayWin","AwayWin",2,1,20,11,9,10,3,0,3,3,10,5,0,16,2,0
"2012/13",2013-01-20,"M Atkinson","Chelsea","Arsenal","HomeWin","HomeWin",2,2,13,8,3,10,2,0,1,0,12,8,9,11,1,0
"2012/13",2013-01-20,"C Foy","Tottenham","Man United","Draw","AwayWin",1,0,23,18,9,7,1,0,1,1,6,4,4,14,4,0
"2012/13",2013-01-21,"N Swarbrick","Southampton","Everton","Draw","Draw",0,0,14,11,10,14,2,0,0,0,10,7,6,11,1,0
"2012/13",2013-01-23,"A Marriner","Arsenal","West Ham","HomeWin","Draw",5,1,23,17,13,9,0,0,1,1,7,5,5,10,1,0
"2012/13",2013-01-29,"M Dean","Aston Villa","Newcastle","AwayWin","AwayWin",1,0,10,4,3,16,5,0,2,2,10,7,4,9,2,0
"2012/13",2013-01-29,"P Dowd","QPR","Man City","Draw","Draw",0,0,5,3,2,9,2,0,0,0,15,7,10,9,2,0
"2012/13",2013-01-29,"M Jones","Stoke","Wigan","Draw","HomeWin",2,1,9,4,0,12,1,0,2,0,11,6,1,10,1,0
"2012/13",2013-01-29,"A Marriner","Sunderland","Swansea","Draw","Draw",0,0,4,2,3,11,1,0,0,0,18,8,4,11,2,0
"2012/13",2013-01-30,"K Friend","Arsenal","Liverpool","Draw","AwayWin",2,0,14,6,8,9,3,0,2,1,10,5,6,11,1,0
"2012/13",2013-01-30,"M Oliver","Everton","West Brom","HomeWin","HomeWin",2,2,11,4,5,9,0,0,1,0,7,4,2,14,2,0
"2012/13",2013-01-30,"C Foy","Fulham","West Ham","HomeWin","HomeWin",3,1,13,6,2,8,2,0,1,0,8,4,8,9,0,0
"2012/13",2013-01-30,"L Mason","Man United","Southampton","HomeWin","HomeWin",2,2,11,7,4,10,2,0,1,1,21,10,8,10,1,0
"2012/13",2013-01-30,"N Swarbrick","Norwich","Tottenham","Draw","HomeWin",1,1,8,4,3,13,4,0,1,0,12,7,6,14,1,0
"2012/13",2013-01-30,"M Halsey","Reading","Chelsea","Draw","AwayWin",2,0,5,2,0,8,1,0,2,1,14,5,6,20,2,0
"2012/13",2013-02-02,"C Foy","Arsenal","Stoke","HomeWin","Draw",1,0,15,9,11,3,0,0,0,0,6,2,1,13,3,0
"2012/13",2013-02-02,"M Jones","Everton","Aston Villa","Draw","AwayWin",3,1,22,13,15,6,1,0,3,2,8,4,2,23,4,0
"2012/13",2013-02-02,"K Friend","Fulham","Man United","AwayWin","Draw",0,0,15,8,5,8,1,0,1,0,13,8,8,15,1,0
"2012/13",2013-02-02,"H Webb","Newcastle","Chelsea","HomeWin","HomeWin",3,1,19,13,5,11,2,0,2,0,12,6,4,5,3,0
"2012/13",2013-02-02,"J Moss","QPR","Norwich","Draw","Draw",0,0,15,7,10,6,2,0,0,0,14,9,8,20,5,0
"2012/13",2013-02-02,"L Mason","Reading","Sunderland","HomeWin","Draw",2,1,9,5,6,12,1,0,1,1,10,6,8,15,3,0
"2012/13",2013-02-02,"L Probert","West Ham","Swansea","HomeWin","Draw",1,0,18,9,5,7,1,0,0,0,11,7,3,9,1,0
"2012/13",2013-02-02,"A Marriner","Wigan","Southampton","Draw","HomeWin",2,1,5,3,8,6,0,0,2,0,15,7,5,16,2,0
"2012/13",2013-02-03,"A Taylor","Man City","Liverpool","Draw","Draw",2,1,9,5,9,14,2,0,2,1,21,12,10,7,4,0
"2012/13",2013-02-03,"M Clattenburg","West Brom","Tottenham","AwayWin","Draw",0,0,4,3,2,9,1,1,1,0,21,13,17,9,0,0
"2012/13",2013-02-09,"M Dean","Chelsea","Wigan","HomeWin","HomeWin",4,1,25,17,10,9,1,0,1,0,13,10,6,13,2,0
"2012/13",2013-02-09,"H Webb","Norwich","Fulham","Draw","Draw",0,0,15,8,3,10,2,0,0,0,7,5,4,16,2,0
"2012/13",2013-02-09,"M Atkinson","Southampton","Man City","HomeWin","HomeWin",3,2,13,7,6,9,1,0,1,1,7,4,6,13,2,0
"2012/13",2013-02-09,"M Oliver","Stoke","Reading","HomeWin","Draw",2,0,13,10,11,7,2,0,1,0,5,4,3,4,0,0
"2012/13",2013-02-09,"A Taylor","Sunderland","Arsenal","AwayWin","AwayWin",0,0,12,7,11,6,3,0,1,1,18,9,2,13,2,1
"2012/13",2013-02-09,"N Swarbrick","Swansea","QPR","HomeWin","HomeWin",4,2,13,12,5,10,1,0,1,0,14,8,2,9,3,0
"2012/13",2013-02-09,"P Dowd","Tottenham","Newcastle","HomeWin","Draw",2,1,16,9,11,5,0,0,1,1,9,7,5,11,2,0
"2012/13",2013-02-10,"M Clattenburg","Aston Villa","West Ham","HomeWin","Draw",2,0,7,2,4,15,3,0,1,0,13,7,10,12,2,0
"2012/13",2013-02-10,"M Halsey","Man United","Everton","HomeWin","HomeWin",2,2,10,6,7,12,0,0,0,0,9,8,6,9,2,0
"2012/13",2013-02-11,"J Moss","Liverpool","West Brom","AwayWin","Draw",0,0,23,14,13,9,1,0,2,0,4,3,5,9,4,0
"2012/13",2013-02-17,"H Webb","Liverpool","Swansea","HomeWin","HomeWin",5,1,33,18,10,6,0,0,0,0,4,3,1,9,1,0
"2012/13",2013-02-23,"M Atkinson","Arsenal","Aston Villa","HomeWin","HomeWin",2,1,24,14,12,7,1,0,1,0,5,3,3,12,2,0
"2012/13",2013-02-23,"L Probert","Fulham","Stoke","HomeWin","HomeWin",1,1,20,9,9,4,1,0,0,0,7,2,4,9,3,0
"2012/13",2013-02-23,"L Mason","Norwich","Everton","HomeWin","AwayWin",2,0,10,9,7,15,1,0,1,1,11,5,5,10,1,0
"2012/13",2013-02-23,"A Taylor","QPR","Man United","AwayWin","AwayWin",0,0,12,5,2,10,0,0,2,1,13,8,4,6,0,0
"2012/13",2013-02-23,"P Dowd","Reading","Wigan","AwayWin","AwayWin",0,0,7,1,2,9,1,1,3,2,14,8,9,11,1,0
"2012/13",2013-02-23,"R East","West Brom","Sunderland","HomeWin","HomeWin",2,1,17,7,5,13,2,0,1,0,10,6,5,9,1,0
"2012/13",2013-02-24,"A Marriner","Man City","Chelsea","HomeWin","Draw",2,0,15,11,6,19,3,0,0,0,4,1,6,5,1,0
"2012/13",2013-02-24,"C Foy","Newcastle","Southampton","HomeWin","HomeWin",4,2,11,5,7,12,0,0,2,1,11,7,3,12,4,0
"2012/13",2013-02-25,"H Webb","West Ham","Tottenham","AwayWin","Draw",2,1,8,6,6,12,4,0,3,1,25,16,12,7,1,0
"2012/13",2013-03-02,"K Friend","Chelsea","West Brom","HomeWin","HomeWin",1,1,25,19,9,12,1,0,0,0,8,4,7,16,2,0
"2012/13",2013-03-02,"A Taylor","Everton","Reading","HomeWin","HomeWin",3,1,18,12,9,8,1,0,1,0,12,6,10,8,1,0
"2012/13",2013-03-02,"N Swarbrick","Man United","Norwich","HomeWin","HomeWin",4,1,13,10,7,5,0,0,0,0,1,1,3,15,4,0
"2012/13",2013-03-02,"H Webb","Southampton","QPR","AwayWin","Draw",1,1,17,9,6,7,1,0,2,1,5,3,3,15,3,0
"2012/13",2013-03-02,"J Moss","Stoke","West Ham","AwayWin","AwayWin",0,0,10,2,4,12,1,0,1,1,10,7,2,12,2,0
"2012/13",2013-03-02,"M Halsey","Sunderland","Fulham","Draw","AwayWin",2,1,12,6,7,9,1,0,2,2,7,4,3,14,3,0
"2012/13",2013-03-02,"C Pawson","Swansea","Newcastle","HomeWin","Draw",1,0,10,7,7,9,0,0,0,0,14,7,7,17,2,0
"2012/13",2013-03-02,"M Atkinson","Wigan","Liverpool","AwayWin","AwayWin",0,0,15,11,4,11,2,0,4,3,8,7,3,15,2,0
"2012/13",2013-03-03,"M Clattenburg","Tottenham","Arsenal","HomeWin","HomeWin",2,2,11,5,4,17,3,0,1,0,10,6,6,13,1,0
"2012/13",2013-03-04,"M Dean","Aston Villa","Man City","AwayWin","AwayWin",0,0,10,5,6,10,2,0,1,1,20,12,5,14,0,0
"2012/13",2013-03-09,"M Clattenburg","Norwich","Southampton","Draw","Draw",0,0,3,2,1,9,2,0,0,0,15,7,7,10,3,0
"2012/13",2013-03-09,"M Jones","QPR","Sunderland","HomeWin","Draw",3,1,15,8,4,4,0,0,1,1,7,3,5,19,2,0
"2012/13",2013-03-09,"J Moss","Reading","Aston Villa","AwayWin","AwayWin",1,1,10,4,6,8,2,0,2,2,18,7,1,7,3,0
"2012/13",2013-03-09,"L Mason","West Brom","Swansea","HomeWin","Draw",2,1,12,6,3,9,1,0,1,1,9,4,3,10,1,0
"2012/13",2013-03-10,"M Oliver","Liverpool","Tottenham","HomeWin","Draw",3,1,10,4,1,9,1,0,2,1,15,9,4,8,1,0
"2012/13",2013-03-10,"A Marriner","Newcastle","Stoke","HomeWin","Draw",2,0,14,6,14,10,1,0,1,0,7,4,4,12,1,0
"2012/13",2013-03-16,"K Friend","Aston Villa","QPR","HomeWin","Draw",3,1,10,6,9,16,3,0,2,1,18,11,6,10,2,0
"2012/13",2013-03-16,"L Probert","Everton","Man City","HomeWin","HomeWin",2,1,11,5,13,15,4,1,0,0,17,11,6,10,3,0
"2012/13",2013-03-16,"L Mason","Man United","Reading","HomeWin","HomeWin",1,1,17,8,5,5,0,0,0,0,5,1,4,16,2,0
"2012/13",2013-03-16,"P Dowd","Southampton","Liverpool","HomeWin","HomeWin",3,2,17,12,7,10,0,0,1,1,8,6,5,10,1,0
"2012/13",2013-03-16,"M Dean","Stoke","West Brom","Draw","Draw",0,0,13,5,7,15,2,0,0,0,9,5,1,11,2,0
"2012/13",2013-03-16,"J Moss","Swansea","Arsenal","AwayWin","Draw",0,0,9,2,3,2,1,0,2,0,15,11,7,7,1,0
"2012/13",2013-03-17,"M Oliver","Chelsea","West Ham","HomeWin","HomeWin",2,1,24,14,5,5,0,0,0,0,15,9,5,14,2,0
"2012/13",2013-03-17,"C Foy","Sunderland","Norwich","Draw","Draw",1,1,16,8,5,11,1,0,1,1,7,3,9,11,3,1
"2012/13",2013-03-17,"M Jones","Tottenham","Fulham","AwayWin","Draw",0,0,12,6,5,10,1,0,1,0,6,2,5,5,1,0
"2012/13",2013-03-17,"M Halsey","Wigan","Newcastle","HomeWin","HomeWin",2,1,13,10,7,7,1,0,1,0,9,4,3,12,1,0
"2012/13",2013-03-30,"C Foy","Arsenal","Reading","HomeWin","HomeWin",4,1,23,14,11,9,0,0,1,0,4,2,3,14,1,0
"2012/13",2013-03-30,"M Jones","Everton","Stoke","HomeWin","HomeWin",1,1,15,9,4,13,1,0,0,0,10,5,3,18,3,0
"2012/13",2013-03-30,"N Swarbrick","Man City","Newcastle","HomeWin","HomeWin",4,2,19,11,9,6,0,0,0,0,5,1,2,8,2,0
"2012/13",2013-03-30,"J Moss","Southampton","Chelsea","HomeWin","HomeWin",2,2,13,8,7,12,2,0,1,1,7,4,7,6,1,0
"2012/13",2013-03-30,"K Friend","Sunderland","Man United","AwayWin","AwayWin",0,0,9,4,3,11,3,0,1,1,10,6,6,9,1,0
"2012/13",2013-03-30,"A Taylor","Swansea","Tottenham","AwayWin","AwayWin",1,0,11,3,5,5,2,0,2,2,9,7,2,10,4,0
"2012/13",2013-03-30,"A Marriner","West Ham","West Brom","HomeWin","HomeWin",3,2,14,8,5,10,1,0,1,0,17,11,3,13,1,1
"2012/13",2013-03-30,"H Webb","Wigan","Norwich","HomeWin","Draw",1,0,13,6,10,13,1,0,0,0,9,5,3,9,2,0
"2012/13",2013-03-31,"L Mason","Aston Villa","Liverpool","AwayWin","HomeWin",1,1,10,7,7,9,1,0,2,0,16,12,8,8,1,0
"2012/13",2013-04-01,"L Probert","Fulham","QPR","HomeWin","HomeWin",3,3,9,5,3,11,2,1,2,1,19,11,6,7,1,0
"2012/13",2013-04-06,"M Oliver","Norwich","Swansea","Draw","Draw",2,1,12,9,2,8,5,0,2,1,16,9,5,16,3,0
"2012/13",2013-04-06,"M Jones","Reading","Southampton","AwayWin","AwayWin",0,0,8,3,8,5,0,0,2,1,12,4,4,11,0,0
"2012/13",2013-04-06,"M Clattenburg","Stoke","Aston Villa","AwayWin","AwayWin",1,0,6,2,4,16,3,0,3,1,11,8,2,11,1,0
"2012/13",2013-04-06,"H Webb","West Brom","Arsenal","AwayWin","AwayWin",1,0,16,5,6,7,2,0,2,1,11,6,4,15,4,1
"2012/13",2013-04-07,"N Swarbrick","Chelsea","Sunderland","HomeWin","AwayWin",2,0,14,7,8,9,0,0,1,1,7,3,5,15,2,0
"2012/13",2013-04-07,"A Taylor","Liverpool","West Ham","Draw","Draw",0,0,19,12,12,8,0,0,0,0,10,4,2,4,1,0
"2012/13",2013-04-07,"K Friend","Newcastle","Fulham","HomeWin","Draw",1,0,20,10,10,13,2,0,0,0,5,3,3,11,2,0
"2012/13",2013-04-07,"P Dowd","QPR","Wigan","Draw","Draw",1,0,6,2,2,9,2,1,1,0,16,10,10,12,3,0
"2012/13",2013-04-07,"A Marriner","Tottenham","Everton","Draw","Draw",2,1,19,10,7,14,1,0,2,1,9,5,6,8,1,0
"2012/13",2013-04-08,"M Dean","Man United","Man City","AwayWin","Draw",1,0,16,7,9,13,3,0,2,0,9,5,4,18,5,0
"2012/13",2013-04-13,"M Jones","Arsenal","Norwich","HomeWin","Draw",3,0,10,7,9,8,1,0,1,0,5,5,3,10,2,0
"2012/13",2013-04-13,"P Dowd","Aston Villa","Fulham","Draw","Draw",1,0,15,7,8,5,1,0,1,0,8,3,5,15,2,0
"2012/13",2013-04-13,"L Mason","Everton","QPR","HomeWin","HomeWin",2,1,14,10,13,6,3,0,0,0,8,5,5,12,3,0
"2012/13",2013-04-13,"M Clattenburg","Reading","Liverpool","Draw","Draw",0,0,7,5,4,9,2,0,0,0,26,15,9,8,1,0
"2012/13",2013-04-13,"M Dean","Southampton","West Ham","Draw","Draw",1,0,15,11,7,9,2,0,1,0,6,4,4,18,3,0
"2012/13",2013-04-14,"H Webb","Newcastle","Sunderland","AwayWin","AwayWin",0,0,15,9,10,14,3,0,3,1,8,7,9,7,2,0
"2012/13",2013-04-14,"J Moss","Stoke","Man United","AwayWin","AwayWin",0,0,13,4,3,9,1,0,2,1,9,3,7,9,1,0
"2012/13",2013-04-16,"N Swarbrick","Arsenal","Everton","Draw","Draw",0,0,10,6,8,11,2,0,0,0,10,5,1,12,3,0
"2012/13",2013-04-17,"M Dean","Fulham","Chelsea","AwayWin","AwayWin",0,0,11,7,6,11,2,0,3,2,13,10,5,11,1,0
"2012/13",2013-04-17,"J Moss","Man City","Wigan","HomeWin","Draw",1,0,10,4,5,12,2,0,0,0,8,6,4,5,1,0
"2012/13",2013-04-17,"L Probert","West Ham","Man United","Draw","Draw",2,1,10,4,2,9,1,0,2,1,15,9,5,7,0,0
"2012/13",2013-04-20,"A Marriner","Fulham","Arsenal","AwayWin","AwayWin",0,0,7,5,7,13,0,1,1,1,10,7,3,8,2,1
"2012/13",2013-04-20,"M Dean","Norwich","Reading","HomeWin","Draw",2,0,19,9,8,8,2,0,1,0,14,6,8,12,3,0
"2012/13",2013-04-20,"C Foy","QPR","Stoke","AwayWin","AwayWin",0,0,25,11,5,8,1,0,2,1,11,4,5,14,2,0
"2012/13",2013-04-20,"P Dowd","Sunderland","Everton","HomeWin","HomeWin",1,1,8,4,3,6,1,0,0,0,8,5,10,15,2,0
"2012/13",2013-04-20,"M Halsey","Swansea","Southampton","Draw","Draw",0,0,14,7,7,11,0,0,0,0,9,5,2,13,0,0
"2012/13",2013-04-20,"M Jones","West Brom","Newcastle","Draw","AwayWin",1,0,8,4,15,9,0,0,1,1,10,6,2,10,2,0
"2012/13",2013-04-20,"N Swarbrick","West Ham","Wigan","HomeWin","HomeWin",2,1,17,11,3,12,3,0,0,0,18,10,6,11,1,0
"2012/13",2013-04-21,"K Friend","Liverpool","Chelsea","Draw","AwayWin",2,0,23,12,8,8,5,0,2,1,9,6,5,11,2,0
"2012/13",2013-04-21,"L Mason","Tottenham","Man City","HomeWin","AwayWin",3,0,11,8,4,11,3,0,1,1,11,7,5,10,3,0
"2012/13",2013-04-22,"A Taylor","Man United","Aston Villa","HomeWin","HomeWin",3,3,10,5,5,10,1,0,0,0,8,5,3,6,0,0
"2012/13",2013-04-27,"J Moss","Everton","Fulham","HomeWin","HomeWin",1,1,17,10,7,12,1,0,0,0,6,2,2,16,3,0
"2012/13",2013-04-27,"H Webb","Man City","West Ham","HomeWin","HomeWin",2,1,16,10,9,9,1,0,1,0,9,6,4,7,3,0
"2012/13",2013-04-27,"A Marriner","Newcastle","Liverpool","AwayWin","AwayWin",0,0,5,1,5,14,3,1,6,2,11,10,7,7,2,0
"2012/13",2013-04-27,"R Madley","Southampton","West Brom","AwayWin","AwayWin",0,0,16,4,7,9,2,2,3,1,11,9,6,11,2,1
"2012/13",2013-04-27,"A Taylor","Stoke","Norwich","HomeWin","Draw",1,0,12,4,5,10,4,0,0,0,5,0,3,8,2,0
"2012/13",2013-04-27,"M Atkinson","Wigan","Tottenham","Draw","Draw",2,1,6,4,3,12,3,0,2,1,14,7,3,10,1,0
"2012/13",2013-04-28,"P Dowd","Arsenal","Man United","Draw","Draw",1,1,19,13,7,12,3,0,1,1,10,5,2,10,5,0
"2012/13",2013-04-28,"M Clattenburg","Chelsea","Swansea","HomeWin","HomeWin",2,2,21,14,6,9,1,0,0,0,11,8,3,10,3,0
"2012/13",2013-04-28,"K Friend","Reading","QPR","Draw","Draw",0,0,13,7,9,12,0,0,0,0,15,5,7,14,2,0
"2012/13",2013-04-29,"L Probert","Aston Villa","Sunderland","HomeWin","HomeWin",6,2,18,15,4,10,0,0,1,1,7,4,4,15,3,1
"2012/13",2013-05-04,"N Swarbrick","Fulham","Reading","AwayWin","AwayWin",2,0,18,13,3,14,2,0,4,1,20,13,3,7,1,0
"2012/13",2013-05-04,"K Friend","Norwich","Aston Villa","AwayWin","Draw",1,0,9,4,6,15,2,0,2,0,12,6,5,13,3,0
"2012/13",2013-05-04,"J Moss","QPR","Arsenal","AwayWin","AwayWin",0,0,14,6,3,8,2,0,1,1,13,11,7,6,1,0
"2012/13",2013-05-04,"M Jones","Swansea","Man City","Draw","Draw",0,0,7,1,4,9,0,0,0,0,12,8,4,10,0,0
"2012/13",2013-05-04,"M Clattenburg","Tottenham","Southampton","HomeWin","Draw",1,0,7,4,5,8,1,0,0,0,10,6,5,9,1,0
"2012/13",2013-05-04,"L Probert","West Brom","Wigan","AwayWin","Draw",2,1,17,11,7,9,4,0,3,1,13,8,5,7,3,0
"2012/13",2013-05-04,"P Dowd","West Ham","Newcastle","Draw","Draw",0,0,9,3,7,12,1,0,0,0,11,6,3,12,1,0
"2012/13",2013-05-05,"M Oliver","Liverpool","Everton","Draw","Draw",0,0,16,8,3,10,1,0,0,0,11,4,5,10,2,0
"2012/13",2013-05-05,"H Webb","Man United","Chelsea","AwayWin","Draw",0,0,10,4,2,14,2,1,1,0,15,6,7,9,1,0
"2012/13",2013-05-06,"L Mason","Sunderland","Stoke","Draw","AwayWin",1,0,14,7,5,6,2,1,1,1,11,7,6,12,2,0
"2012/13",2013-05-07,"P Dowd","Man City","West Brom","HomeWin","HomeWin",1,1,21,9,6,10,2,0,0,0,20,11,8,9,1,0
"2012/13",2013-05-07,"K Friend","Wigan","Swansea","AwayWin","HomeWin",2,1,14,11,4,14,2,0,3,0,10,6,4,13,2,0
"2012/13",2013-05-08,"M Dean","Chelsea","Tottenham","Draw","HomeWin",2,2,15,8,6,6,1,0,2,1,13,6,5,16,2,0
"2012/13",2013-05-11,"L Mason","Aston Villa","Chelsea","AwayWin","HomeWin",1,1,12,7,6,13,2,1,2,0,11,8,7,8,3,1
"2012/13",2013-05-12,"P Dowd","Everton","West Ham","HomeWin","HomeWin",2,1,23,13,7,8,1,0,0,0,7,2,1,11,2,0
"2012/13",2013-05-12,"M Halsey","Fulham","Liverpool","AwayWin","Draw",1,1,10,8,7,2,0,0,3,1,20,14,8,10,1,0
"2012/13",2013-05-12,"J Moss","Man United","Swansea","HomeWin","HomeWin",2,1,16,9,7,5,0,0,1,0,5,2,5,6,0,0
